Beds,Baths,Square Feet,lotSize,Property Type,Listing Price,Address,city
1,3,1833,23774,Condominium,475000,10 N Summerlin Ave #55,Orlando
2,2,1107,1107,Condominium,200000,3315 Parkchester Square Blvd #108,Orlando
2,2,1028,10071,Condominium,196000,5132 Conroy Rd #914,Orlando
4,2,1853,6105,Residential - Single Family,420000,8495 Lake Amhurst Trl,Orlando
1,2,980,0,Condominium,315000,101 S Eola Dr #1017,Orlando
4,3,2870,6006,Residential - Single Family,1350000,542 W Yale St,Orlando
1,1,700,7296,Condominium,155000,4649 Cason Cove Dr #2513,Orlando
2,2,1144,5791,Residential - Single Family,519700,204 N Brown Ave,Orlando
2,2,950,7697,Residential - Single Family,130000,5475 Karen Ct,Orlando
2,2,741,429986,Condominium,149900,5997 Village Cir #GE,Orlando
3,2,1457,837,Condominium,265000,2604 Grand Central Pkwy #5,Orlando
4,4,3524,9895,Residential - Single Family,850000,10057 Oak Quarry Dr,Orlando
2,1,918,6889,Residential - Single Family,405000,1404 Mount Vernon St,Orlando
3,2,1995,9365,Residential - Single Family,374500,2909 Hargill Dr,Orlando
2,2,1187,4998,Residential - Single Family,475000,807 Stetson St,Orlando
2,2,1644,3105,Townhouse,450000,9085 Laureate Blvd,Orlando
4,2,1945,13929,Multi Family,230000,931 Grand St,Orlando
3,2,1412,16332,Condominium,270000,3338 Robert Trent Jones Dr #310,Orlando
2,2,829,7101,Condominium,210000,1057 S Hiawassee Rd #1918,Orlando
4,2,1300,6601,Residential - Single Family,199000,2071 Liston Ct,Orlando
4,3,3006,6024,Residential - Single Family,825000,8603 Dubochet St,Orlando
2,2,1235,5615,Condominium,239500,3202 Parkchester Square Blvd #102,Orlando
3,3,1830,3399,Townhouse,485000,8656 Elder Ln,Orlando
2,3,1250,0,Condominium,260000,2532 Grand Central Pkwy #19,Orlando
3,2,1408,15557,Condominium,257000,1212 S Hiawassee Rd #526,Orlando
2,2,934,8292,Condominium,195000,1065 S Hiawassee Rd #1417,Orlando
2,2,1051,4673,Condominium,210000,6360 Raleigh St #1703,Orlando
2,2,1023,21330,Condominium,212000,5433 Lake Margaret Dr #194,Orlando
3,3,2216,3826,Residential - Single Family,645667,10257 Folly Beach Rd,Orlando
4,3,2037,3825,Residential - Single Family,679260,14041 Kauai Dr,Orlando
2,2,1054,0,Condominium,234850,5550 E Michigan St #1114,Orlando
4,3,1973,5779,Multi Family,150000,437 Ruth Ln,Orlando
2,1,896,3786,Condominium,139000,5325 Curry Ford Rd #20,Orlando
4,3,2357,11480,Residential - Single Family,494500,3508 Marston Dr,Orlando
2,2,1255,7095,Condominium,249999,9069 Lee Vista Blvd #1205,Orlando
1,1,660,7410,Condominium,139700,5533 Chrishire Way #F-104,Orlando
3,3,1878,3666,Residential - Single Family,679000,13235 Beebe Aly,Orlando
4,3,2733,71151,Residential - Single Family,789000,6727 Fairway Cove Dr,Orlando
2,2,960,1022,Condominium,154900,4409 Ring Neck Rd #21A,Orlando
1,1,772,385598,Condominium,172500,5550 E Michigan St #3224,Orlando
2,1,1008,7593,Residential - Single Family,379000,1711 Canton St,Orlando
3,2,1597,8245,Residential - Single Family,295000,3009 Marathon Ave,Orlando
2,2,943,5936,Condominium,199950,6124 Westgate Dr #102,Orlando
2,2,1299,93664,Condominium,285000,4801 Coachmans Dr #4,Orlando
3,3,1606,1883,Townhouse,329850,3270 Villa Strada Way,Orlando
4,3,2360,8031,Residential - Single Family,489000,7818 Saint Andrews Cir,Orlando
3,2,1311,6287,Residential - Single Family,410000,2104 Tangerine St,Orlando
1,1,735,7979,Condominium,144000,4606 Commander Dr #1134,Orlando
3,2,1408,0,Condominium,250000,7147 Yacht Basin Ave #115,Orlando
4,2,1200,6100,Multi Family,359900,718 Putnam Ave,Orlando
2,2,1162,27795,Condominium,409000,630 Vassar St #2510,Orlando
2,2,1088,9888,Condominium,229900,6560 Swissco Dr #311,Orlando
2,3,1177,749,Condominium,189000,4657 Lighthouse Cir #118,Orlando
2,1,810,12685,Condominium,165000,4301 Lizshire Ln #108,Orlando
1,1,722,4445,Condominium,147990,6154 Westgate Dr #201,Orlando
1,1,750,0,Condominium,199888,6171 Metrowest Blv Blvd #103,Orlando
3,2,1825,10126,Residential - Single Family,333000,524 Vern Dr,Orlando
5,3,1284,10232,Residential - Single Family,399000,2415 Chelsea St,Orlando
2,2,1198,32559,Condominium,420000,101 S Eola Dr #1002,Orlando
2,2,846,122092,Condominium,210000,2530 Oak Park Way #202,Orlando
2,2,925,1249,Condominium,165000,4804 Lake Ridge Rd #10,Orlando
3,3,2010,1423,Condominium,365000,6316 Miramonte Dr #102,Orlando
2,2,1200,727307,Townhouse,298990,6670 S Goldenrod Rd #A,Orlando
3,2,1777,10040,Residential - Single Family,290000,5136 Neponset Ave,Orlando
2,2,1116,593,Condominium,299000,2218 Elizabeth Ave #3,Orlando
5,6,4937,7799,Residential - Single Family,1049888,11416 Beau Repos Dr,Orlando
3,2,1009,7746,Residential - Single Family,450000,455 Buckminster Cir,Orlando
4,4,3476,11507,Residential - Single Family,1389900,3600 Parkland Dr,Orlando
3,2,1318,16772,Condominium,265000,5475 Vineland Rd #8208,Orlando
1,1,731,6113,Condominium,178000,6171 Metrowest Blvd #204,Orlando
2,2,1051,4912,Condominium,220000,6404 Raleigh St #2302,Orlando
2,2,1233,11780,Condominium,199000,3468 Soho St #B04,Orlando
1,1,779,7671,Condominium,162700,4312 S Kirkman Rd #1406,Orlando
2,2,1101,9281,Condominium,178000,4548 Commander Dr #1421,Orlando
2,2,1054,7979,Condominium,190000,4606 Commander Dr #1111,Orlando
3,3,1872,2328,Condominium,319900,5019 Nassau Cir #5,Orlando
3,2,1811,9369,Residential - Single Family,349000,1804 Curry Ave,Orlando
2,1,912,5835,Residential - Single Family,369900,838 Ellwood Ave,Orlando
3,3,1652,17182,Townhouse,414990,6069 Arbor Watch Loop,Orlando
4,3,1862,2420,Townhouse,420070,6015 Arbor Watch Loop,Orlando
3,2,1247,1280,Condominium,275000,6451 Old Park Ln #101,Orlando
2,2,1045,52025,Condominium,233035,3960 Southpointe Dr #520,Orlando
1,1,1184,4445,Condominium,179900,6034 Westgate Dr #203,Orlando
1,1,685,93940,Condominium,210000,304 E South St #5020,Orlando
2,1,888,8646,Residential - Single Family,195000,3704 Wells St,Orlando
5,5,4065,7706,Residential - Single Family,1295000,13009 Gabor Ave,Orlando
2,2,1250,NaN,Condominium,218000,4386 Lake Underhill Rd #C,Orlando
4,2,1254,7201,Residential - Single Family,319500,4473 Malibu St,Orlando
4,2,1420,6610,Residential - Single Family,530000,2410 Center Ave,Orlando
2,2,960,1026,Condominium,167900,4416 Prairie Ct #A,Orlando
2,2,845,10130,Condominium,179900,2071 Dixie Belle Dr #2071P,Orlando
3,2,1458,10854,Residential - Single Family,315000,5730 Kislin Pl,Orlando
4,2,1851,6001,Residential - Single Family,429900,3101 Cayman Way,Orlando
2,2,1141,12472,Condominium,238000,3325 S Kirkman Rd #411,Orlando
4,3,3001,5500,Residential - Single Family,619000,9725 Oak Crest Rd,Orlando
3,3,1605,423307,Condominium,315000,5355 Emerald Isle Dr #1018,Orlando
3,3,2126,9904,Residential - Single Family,422400,1400 Montclair Ct,Orlando
2,2,1070,87729,Condominium,255000,860 N Orange Ave #260,Orlando
3,2,1740,10021,Residential - Single Family,357000,4999 Lacaya Way,Orlando
2,1,902,93462,Condominium,248000,2426 Tack Room Ln #4,Orlando
2,2,829,3781,Condominium,199925,1041 S Hiawassee Rd #3011,Orlando
3,2,1641,7135,Residential - Single Family,334900,4900 Regis Ct,Orlando
3,3,1795,2860,Townhouse,332000,10018 Moorshire Cir,Orlando
NaN,NaN,18499,NaN,Land,1050000,8551 Lake Nona Shore Dr,Orlando
3,2,1431,11397,Residential - Single Family,299999,3005 Cashmere Dr,Orlando
3,4,2413,40953,Residential - Single Family,599900,808 Edgewater Dr,Orlando
2,3,1260,60450,Condominium,265000,5978 Braemar Pl #109,Orlando
NaN,NaN,3977,NaN,Land,42000,804 Randall St,Orlando
3,3,2531,5401,Residential - Single Family,760000,1305 Bennett Rd,Orlando
3,2,1189,7007,Residential - Single Family,445000,3222 N Orange Ave,Orlando
3,3,2710,7017,Residential - Single Family,985000,1517 S Mills Ave,Orlando
3,2,1328,6016,Residential - Single Family,447000,1407 Noble Pl,Orlando
3,6,6576,31684,Residential - Single Family,3200000,1000 N Lake Adair Blvd,Orlando
3,2,1303,4620,Residential - Single Family,310000,448 Delicata Dr,Orlando
4,3,2658,5691,Residential - Single Family,550000,8765 Ribault Ave,Orlando
3,2,960,6804,Residential - Single Family,200000,4827 Lanette St,Orlando
4,3,1861,14366,Townhouse,432620,10964 Leafshore Loop,Orlando
3,2,1554,4775,Residential - Single Family,430000,11980 Iselle Dr,Orlando
3,2,1430,8370,Residential - Single Family,469900,3904 Corrine Dr,Orlando
1,1,711,8645,Condominium,145000,5124 Conroy Rd #13,Orlando
2,2,1165,9121,Condominium,165000,4093 Dijon Dr #4093H,Orlando
2,1,933,11322,Condominium,165000,2532 Robert Trent Jones Dr #1523,Orlando
4,2,2162,8122,Residential - Single Family,415000,5801 Whitley Bay Ln,Orlando
2,2,1133,57259,Condominium,549900,150 E Robinson St #2505,Orlando
5,4,4578,11756,Residential - Single Family,1400000,10312 Woodward Winds Dr,Orlando
2,2,1065,0,Condominium,266900,4105 Fairview Vista Pt #224,Orlando
4,3,2397,8732,Residential - Single Family,538570,5432 Log Grove Ln,Orlando
4,3,2908,6000,Residential - Single Family,665640,6030 Arbor Watch Loop,Orlando
3,2,1624,8795,Residential - Single Family,349900,4054 Thomassa Ct,Orlando
2,2,1526,8400,Residential - Single Family,449000,1015 E Amelia St,Orlando
4,3,3120,740520,Residential - Single Family,749000,1510 Woodland St,Orlando
2,2,1320,20878,Condominium,355000,525 E Jackson St #408,Orlando
4,2,1380,4706,Residential - Single Family,354999,6915 Needle Pointe Dr,Orlando
2,2,830,10130,Condominium,169000,2035 Dixie Belle Dr #2035G,Orlando
4,2,1500,9567,Residential - Single Family,299990,2189 Liston Ct,Orlando
3,2,1430,4885,Condominium,285000,3301 Soho St #49-201,Orlando
2,2,1107,11780,Condominium,219500,3468 Soho St #301,Orlando
2,2,1080,NaN,Condominium,189000,4809 Normandy Pl #103,Orlando
3,1,1329,9056,Residential - Single Family,425000,1525 S Mills Ave,Orlando
3,2,1932,28480,Condominium,1096000,322 E Central Blvd #1901,Orlando
3,2,1833,5737,Residential - Single Family,395000,6091 Froggatt St,Orlando
2,2,1083,4511,Attached Single Family Home,289900,3125 Graceland Ct,Orlando
2,2,914,448303,Condominium,235000,6068 Willowpointe Cir #202,Orlando
4,4,2070,1182,Townhouse,495000,524 Lanark Ct,Orlando
3,1,1010,8740,Residential - Single Family,260000,3721 Wilts St,Orlando
3,3,2126,16800,Residential - Single Family,549000,6549 Hidden Beach Cir,Orlando
3,2,1840,2002,Condominium,447000,7517 Laureate Blvd #4207,Orlando
3,4,2212,3610,Townhouse,650000,1602 Park Lake St #1,Orlando
2,2,1061,573,Condominium,180000,4463 Ring Neck Rd #B,Orlando
3,3,1594,2035,Townhouse,360500,3153 Merton Aly,Orlando
5,4,3092,6324,Residential - Single Family,549000,19366 Fallglo Dr,Orlando
5,5,2721,10511,Residential - Single Family,1195000,3230 N Orange Ave,Orlando
3,4,2464,16499,Residential - Single Family,820000,1728 Spring Lake Dr,Orlando
3,2,1132,4400,Attached Single Family Home,287500,5944 Branch Dr,Orlando
4,2,1678,9595,Residential - Single Family,445000,706 Strathmore Dr,Orlando
2,2,935,NaN,Condominium,167990,4367 Thornbriar Ln #207,Orlando
4,3,3848,12634,Residential - Single Family,669900,1730 Knotting Hill Dr,Orlando
2,3,1285,2565,Condominium,234000,5252 Middle Ct #103,Orlando
1,2,921,57259,Condominium,372500,150 E Robinson St #1015,Orlando
3,2,1408,15101,Condominium,250000,6214 Stevenson Dr #309,Orlando
3,2,1253,NaN,Condominium,210000,4518 Commander Dr #1928,Orlando
4,3,2527,14322,Residential - Single Family,675000,1144 Arthur St,Orlando
2,2,1120,9888,Condominium,229000,6584 Swissco Dr #724,Orlando
4,2,2162,6000,Residential - Single Family,599745,6042 Arbor Watch Loop,Orlando
4,3,2397,6000,Residential - Single Family,543000,10815 Leafshore Loop,Orlando
3,2,1958,7090,Residential - Single Family,599000,11970 Xenia Ln,Orlando
4,2,1850,6000,Residential - Single Family,549485,6078 Arbor Watch Loop,Orlando
5,1,1706,8004,Residential - Single Family,290000,6431 Mackenzie St,Orlando
3,2,1092,9008,Residential - Single Family,379000,221 E Muriel St,Orlando
3,3,1665,1020,Condominium,299999,6480 Ranelagh Dr #108,Orlando
3,4,1486,6813,Residential - Single Family,339000,4623 Cypress St,Orlando
4,3,2642,8395,Residential - Single Family,669000,1322 Shorewood Dr,Orlando
1,1,720,675,Condominium,160000,3744 Southpoint #5,Orlando
4,4,3271,7200,Residential - Single Family,590000,6586 Lake Pembroke Pl,Orlando
5,3,2397,6000,Residential - Single Family,625440,6102 Arbor Watch Loop,Orlando
3,4,1969,1512,Townhouse,599999,125 W Grant St,Orlando
2,2,1255,4953,Condominium,275000,8989 Lee Vista Blvd #2105,Orlando
4,3,2691,6652,Residential - Single Family,565000,8739 Abbey Leaf Ln,Orlando
2,2,1198,32559,Condominium,415000,101 S Eola Dr #1110,Orlando
2,3,1260,NaN,Townhouse,235000,5950 Scotchwood Gln #106,Orlando
3,2,1232,16772,Condominium,255000,5475 Vineland Rd #8113,Orlando
2,3,1540,1800,Townhouse,399900,7025 Cadiz Blvd,Orlando
3,2,1340,8690,Residential - Single Family,359500,2916 E Marks St,Orlando
3,2,1412,1917,Condominium,339900,6451 Old Park Ln #105,Orlando
5,4,2856,7517,Residential - Single Family,489900,4902 Heartland St,Orlando
1,2,980,32559,Condominium,279900,101 S Eola Dr #614,Orlando
2,2,1263,3668,Condominium,399900,155 S Court Ave #2005,Orlando
3,2,1243,6134,Residential - Single Family,440000,346 Roswell Ave,Orlando
4,4,4037,9143,Residential - Single Family,1145000,9420 Dugard Ct,Orlando
4,3,2305,6400,Residential - Single Family,699000,626 Florida St,Orlando
4,3,2428,9261,Residential - Single Family,485000,1000 Paladin Ct,Orlando
2,2,953,94715,Condominium,175000,2525 Oak Park Way #119,Orlando
3,4,2241,1887,Townhouse,659990,7704 Nemours Pkwy,Orlando
2,1,1359,7889,Residential - Single Family,410000,817 Mayfair Cir,Orlando
4,3,2477,6348,Residential - Single Family,998000,9206 Yonath St,Orlando
1,2,1338,23774,Condominium,414999,10 N Summerlin Ave #6,Orlando
3,2,1788,5499,Residential - Single Family,459900,4979 Longmeadow Park St,Orlando
2,2,1074,7805,Residential - Single Family,225000,533 Eartha Ln,Orlando
3,3,1809,4731,Townhouse,399000,5204 Sapling Sprout Dr,Orlando
2,2,1119,9098,Residential - Single Family,365000,3218 Anderson Pl,Orlando
5,5,3518,7363,Residential - Single Family,923009,116 Leggett Aly,Orlando
3,2,1600,6122,Residential - Single Family,248500,3478 Westchester Square Blvd #204,Orlando
1,2,765,5621,Condominium,124500,4155 S Semoran Blvd #5,Orlando
3,1,914,8617,Residential - Single Family,167400,4201 Lake Lawne Ave,Orlando
3,2,1941,6423,Residential - Single Family,650000,12028 Xenia Ln,Orlando
2,3,1285,0,Townhouse,249000,5258 Cypress Ct,Orlando
3,3,1710,9108,Residential - Single Family,359900,652 Charing Ct,Orlando
4,4,3320,6000,Residential - Single Family,752988,93 Allium Pl,Orlando
5,4,3320,6000,Residential - Single Family,690664,19315 Banfield Pl,Orlando
3,2,1805,NaN,Condominium,487900,7517 Laureate Blvd #4402,Orlando
4,4,4226,7200,Residential - Single Family,914871,14 Mowry Ct,Orlando
2,1,933,11677,Condominium,179900,2544 Robert Trent Jones Dr #824,Orlando
3,2,1320,7215,Residential - Single Family,499000,2019 E Jefferson St,Orlando
2,2,979,11763,Condominium,218000,5105 City St #817,Orlando
5,4,3320,6000,Residential - Single Family,767988,158 Blueleaf St,Orlando
5,4,3120,6000,Residential - Single Family,710226,19355 Banfield Pl,Orlando
1,1,825,538,Condominium,128500,1928 Conway Rd #36,Orlando
3,3,1700,3753,Townhouse,479000,2513 E Central Blvd #C,Orlando
1,1,945,0,Condominium,154900,3468 Soho St #305,Orlando
4,3,1861,3768,Townhouse,443050,11069 Leafshore Loop,Orlando
3,3,1614,1842,Townhouse,360000,10317 Lake District Ln #52B,Orlando
3,3,2148,4097,Residential - Single Family,559900,2328 Oberlin Ave,Orlando
4,2,2134,9228,Residential - Single Family,310000,3431 Fitzgerald Dr,Orlando
3,2,1155,6600,Residential - Single Family,120000,4437 King Cole Blvd,Orlando
2,2,1008,756,Condominium,185000,2560 Woodgate Blvd #204,Orlando
3,3,1652,2420,Townhouse,429200,10948 Leafshore Loop,Orlando
4,3,1858,2100,Townhouse,509990,14262 Sapelo Beach Dr,Orlando
2,2,1204,8187,Residential - Single Family,375000,200 W Spruce St,Orlando
NaN,NaN,25000,NaN,Land,3500000,601 E Jackson St,Orlando
2,2,1549,0,Condominium,449990,7521 Laureate Blvd #5203,Orlando
3,2,1253,10259,Condominium,110000,4528 Commander Dr #2018,Orlando
1,1,780,4899,Condominium,79900,2787 L B Mcleod Rd #C,Orlando
3,3,1700,3753,Townhouse,490000,2515 E Central Blvd #B,Orlando
6,2,2184,10228,Residential - Single Family,279000,4954 Lescot Ln,Orlando
1,1,560,6327,Condominium,135000,4712 Walden Cir #15,Orlando
2,2,1133,8756,Condominium,207900,7210 Westpointe Blvd #1323,Orlando
1,1,786,6506,Condominium,167900,1090 E Michigan St #A,Orlando
4,2,2033,16119,Residential - Single Family,391000,3724 S Lake Orlando Pkwy,Orlando
3,2,2736,4800,Residential - Single Family,808346,141 Marconi Ave,Orlando
3,5,2250,2160,Townhouse,429990,10742 Sunset Ridge Ln,Orlando
5,4,3400,7094,Residential - Single Family,885581,145 Marconi Ave,Orlando
4,3,2724,7094,Residential - Single Family,885837,140 Marconi Ave,Orlando
4,4,3470,6843,Residential - Single Family,929401,92 Neruda St,Orlando
3,2,1237,9989,Condominium,220000,5156 Conroy Rd #1138,Orlando
5,5,3252,7441,Residential - Single Family,1294900,513 Rugby St,Orlando
5,4,3103,7094,Residential - Single Family,839894,108 Marconi Ave,Orlando
3,2,1976,5835,Residential - Single Family,645990,144 Marconi St,Orlando
5,4,3484,4819,Residential - Single Family,825622,91 Neruda St,Orlando
5,4,3103,5835,Residential - Single Family,750379,136 Leggett Aly,Orlando
4,2,3400,5835,Residential - Single Family,660990,124 Peebles St,Orlando
3,2,1374,9464,Residential - Single Family,275000,5080 Stone Harbour Rd,Orlando
1,1,674,9127,Condominium,145000,2674 Robert Trent Jones Dr #333,Orlando
2,1,720,7503,Residential - Single Family,299999,3478 Fairway Ln,Orlando
2,2,889,12436,Condominium,85000,2960 S Semoran Blvd #1503,Orlando
1,2,980,32559,Condominium,314990,101 S Eola Dr #1014,Orlando
5,3,2327,7721,Residential - Single Family,885000,1402 Guernsey St,Orlando
3,2,2001,5400,Residential - Single Family,625000,14627 Englert Aly,Orlando
1,1,975,83466,Condominium,205000,151 E Washington St #314,Orlando
4,4,2908,6000,Residential - Single Family,627180,6066 Arbor Watch Loop,Orlando
4,2,1850,5999,Residential - Single Family,569940,5420 Log Grove Ln,Orlando
1,1,730,3668,Condominium,285000,155 S Court Ave #2407,Orlando
3,3,2411,6288,Residential - Single Family,753499,50 Pearson,Orlando
4,4,2247,3615,Residential - Single Family,713336,46 Pearson Ave,Orlando
5,5,3909,5607,Residential - Single Family,913425,126 N Peebles St,Orlando
4,4,4226,7200,Residential - Single Family,841659,128 Plane Tree St,Orlando
4,4,2688,6000,Residential - Single Family,691284,108 Allium Pl,Orlando
2,1,722,6949,Residential - Single Family,180000,640 Grand St,Orlando
1,1,770,9693,Condominium,169990,2314 Midtown Ter #1136,Orlando
1,2,1400,32883,Condominium,419000,100 S Eola Dr #1012,Orlando
2,2,2495,13663,Condominium,899000,530 E Central Blvd #1901,Orlando
3,3,1700,3753,Townhouse,479000,2513 E Central Blvd #A,Orlando
2,1,1208,1033700,Condominium,169999,4111 S Semoran Blvd #7,Orlando
3,2,1146,6331,Condominium,235000,5811 Windhover Dr #3-E06-2,Orlando
3,3,1682,980,Townhouse,319000,6258 Castelven Dr #104,Orlando
5,4,3417,9651,Residential - Single Family,550000,7443 Chelsea Harbour Dr,Orlando
5,4,3447,7497,Residential - Single Family,1144626,1415 Christy Ave,Orlando
5,5,3420,7049,Residential - Single Family,1395000,26 W Steele St,Orlando
2,2,1080,48330,Condominium,209900,4806 Normandy Pl #E-203,Orlando
4,2,2078,11711,Residential - Single Family,451200,3150 Heathgate Ct,Orlando
4,4,2688,6250,Residential - Single Family,553000,1102 Fox Hedge Ln,Saint Cloud
2,2,1248,57259,Condominium,565000,150 E Robinson St #29B-4 (2907),Orlando
5,5,4100,7368,Residential - Single Family,874935,2 Mowry Ct,Orlando
3,3,2559,6604,Residential - Single Family,495500,5149 Jetsail Dr,Orlando
NaN,NaN,7121,NaN,Land,289000,207 Page St,Orlando
3,2,1103,13288,Residential - Single Family,549000,219 Page St,Orlando
2,1,848,13280,Residential - Single Family,432000,201 Page St,Orlando
3,2,1376,15513,Residential - Single Family,512000,215 Page St,Orlando
4,3,2963,9337,Residential - Single Family,990000,2204 Vivada St,Orlando
3,2,1459,10262,Residential - Single Family,220000,5399 Aeolus Way,Orlando
2,2,1486,0,Condominium,434990,7521 Laureate Blvd #5105,Orlando
4,4,3506,7199,Residential - Single Family,893341,22 Mowry St,Orlando
4,3,2963,8856,Residential - Single Family,969146,1208 Latta Ln,Orlando
4,4,3100,7199,Residential - Single Family,783321,133 Blueleaf St,Orlando
4,3,2883,7842,Residential - Single Family,781196,13139 Mcmillian Dr,Orlando
4,4,2328,3692,Residential - Single Family,805150,9923 Pearson,Orlando
3,2,1245,8504,Condominium,208000,4316 S Kirkman Rd #1616,Orlando
4,4,1815,1249,Townhouse,639995,2154 Whitney Marsh Aly,Orlando
5,4,3060,9269,Residential - Single Family,826529,13127 Mcmillian Dr,Orlando
4,6,4764,13317,Residential - Single Family,3600000,10489 Cromwell Grove Ter,Orlando
4,4,2085,1686,Townhouse,788095,2253 Velentine Aly,Orlando
3,4,2085,1717,Townhouse,709995,2158 Whitney Marsh Aly,Orlando
5,6,5479,9761,Residential - Single Family,1299990,11657 Savona Way,Orlando
2,2,1368,NaN,Condominium,399990,7521 Laureate Blvd #5401,Orlando
3,2,1805,0,Condominium,469990,7521 Laureate Blvd #5202,Orlando
2,2,1549,0,Condominium,464990,7521 Laureate Blvd #5206,Orlando
2,2,1486,0,Condominium,406990,7521 Laureate Blvd #5104,Orlando
3,1,1020,7130,Residential - Single Family,204900,4243 Kirkland Blvd,Orlando
4,4,2688,6000,Residential - Single Family,845852,18867 Planetree St,Orlando
4,4,3100,7199,Residential - Single Family,973715,18883 Planetree St,Orlando
3,2,1016,3999,Residential - Single Family,190000,5440 Wood Crossing St,Orlando
4,2,1959,5738,Residential - Single Family,420000,6097 Froggatt St,Orlando
2,2,1515,5498,Residential - Single Family,425000,715 Briercliff Dr,Orlando
4,2.1,1882,NaN,Single Family - Detached,620000,21 N Hampton Ave,Orlando
4,2.1,1882,NaN,Single Family - Detached,620000,13 N Hampton Ave,Orlando
4,3,2687,7199,Residential - Single Family,733555,181 Rawson St,Orlando
2,3,1285,2620,Condominium,209900,5384 Elm Ct #357,Orlando
2,2,934,8609,Condominium,162000,1071 S Hiawassee Rd #1221,Orlando
4,3,2963,11253,Residential - Single Family,943500,375 Niblick Way,Orlando
5,3,2327,6774,Residential - Single Family,851518,1127 W Harvard St,Orlando
5,3,2327,6209,Residential - Single Family,966000,821 Dartmouth St,Orlando
2,3,1174,2347,Townhouse,325000,9136 Camden Gardens St,Orlando
3,2,1183,7199,Residential - Single Family,185000,1017 Columbia St,Orlando
3,3,1698,5511,Residential - Single Family,230000,9797 Tiramasu Trl,Orlando
3,3,1592,6612,Attached Single Family Home,550600,513 W Princeton St,Orlando
3,3,1710,6612,Attached Single Family Home,584900,513 W Princeton-a St,Orlando
2,3,2085,1723,Townhouse,639995,2050 Packing District Way,Orlando
4,3,1882,3798,Residential - Single Family,620000,21 N Hampton #LOT 2,Orlando
4,3,1882,3798,Residential - Single Family,620000,13 N Hampton #LOT 3,Orlando
5,4,3060,9269,Residential - Single Family,779294,10 Mcmillian Dr,Orlando
3,4,2085,1723,Townhouse,651995,2066 Packing District Way,Orlando
NaN,NaN,233482,NaN,Land,2000000,4798 Commander Dr,Orlando
2,1,720,9493,Residential - Single Family,150000,1831 Riley Ave,Orlando
2,2,1093,18491,Condominium,115000,5572 Metrowest Blvd #205,Orlando
NaN,NaN,38333,NaN,Land,975000,430 South Orange Blossom Trail,Orlando
3,4,2100,42714,Townhouse,530000,62 W Jersey St #15,Orlando
2,1,915,10935,1/2 Duplex,249900,3053 Graceland Ct,Orlando
3,3,1690,9286,Townhouse,444900,1213 E Muriel St,Orlando
4,4,3114,8489,Single Family Residential,550000,14823 Golden Sunburst Ave,Orlando
3,2,1350,4676,1/2 Duplex,199000,1203 Hendren Dr,Orlando
2,2,1230,946,Townhouse,225000,5059 Ernst Ct #12,Orlando
3,3,1680,9286,Townhouse,425000,1211 E Muriel St,Orlando
3,3,1883,3203,Townhouse,369000,8540 Vedder Ln,Orlando
4,4,3000,6499,Single Family Residential,685000,11826 Aurelio Ln,Orlando
3,3,2109,8426,Single Family Residential,485000,1039 Lenmore Ct,Orlando
3,3,1680,9286,Townhouse,424900,1215 E Muriel St,Orlando
5,5,4002,9100,Single Family Residential,1225000,9430 Becker Ct,Orlando
5,5,3467,8774,Single Family Residential,890589,13084 Upper Harden Ave,Orlando
4,3,2120,5944,Single Family Residential,495000,10667 Billings St,Orlando
2,3,1285,2588,Condominium,180000,5253 Middle Ct #136,Orlando 
